organizationSlug,branchCode,inventoryItemName,batchNumber,qtyReceived,qtyRemaining,unitCost,receivedAt,expiresAt,sourceType,sourceRef
nimbus,EVENTS_KITCHEN,Ginger Syrup,B-EVENTS_KITCHEN-023-2,31.84,13.07,10800.00,2026-05-09T12:00:00Z,2026-09-05T12:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Hibiscus Syrup,B-EVENTS_KITCHEN-024-1,38.31,30.28,11880.00,2026-05-05T08:00:00Z,2026-08-18T08:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Hibiscus Syrup,B-EVENTS_KITCHEN-024-2,71.46,61.67,11880.00,2026-04-10T08:00:00Z,2026-07-10T08:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Sparkling Water,B-EVENTS_KITCHEN-025-1,83.82,43.91,3780.00,2026-04-09T11:00:00Z,2026-07-06T11:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Sparkling Water,B-EVENTS_KITCHEN-025-2,113.96,85.00,3780.00,2026-04-09T10:00:00Z,2026-05-06T10:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Chocolate,B-EVENTS_KITCHEN-026-1,117.67,85.14,17280.00,2026-04-08T12:00:00Z,2026-06-27T12:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Dates,B-EVENTS_KITCHEN-027-1,98.40,83.91,15120.00,2026-05-18T12:00:00Z,2026-06-23T12:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Sugar,B-EVENTS_KITCHEN-028-1,70.70,54.33,4860.00,2026-04-03T13:00:00Z,2026-05-28T13:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Flour,B-EVENTS_KITCHEN-029-1,109.16,61.67,5184.00,2026-06-14T13:00:00Z,2026-09-17T13:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Cooking Oil,B-EVENTS_KITCHEN-030-1,59.55,41.42,9720.00,2026-05-26T08:00:00Z,2026-09-06T08:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Salt,B-EVENTS_KITCHEN-031-1,107.61,69.24,1944.00,2026-04-02T10:00:00Z,2026-07-26T10:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Black Pepper,B-EVENTS_KITCHEN-032-1,50.52,27.54,22680.00,2026-06-18T07:00:00Z,2026-07-12T07:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Garlic,B-EVENTS_KITCHEN-033-1,99.87,94.15,8100.00,2026-05-29T08:00:00Z,2026-06-25T08:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Onion,B-EVENTS_KITCHEN-034-1,27.30,17.22,4320.00,2026-06-06T07:00:00Z,2026-09-21T07:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Cucumber,B-EVENTS_KITCHEN-035-1,98.90,66.97,5400.00,2026-05-23T10:00:00Z,2026-07-18T10:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Basil,B-EVENTS_KITCHEN-036-1,47.46,32.86,15660.00,2026-04-16T12:00:00Z,2026-07-26T12:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Cranberry Juice,B-EVENTS_KITCHEN-037-1,54.28,46.22,8856.00,2026-06-16T10:00:00Z,2026-08-05T10:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Vanilla Syrup,B-EVENTS_KITCHEN-038-1,97.73,75.80,14040.00,2026-05-10T10:00:00Z,2026-06-23T10:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Oats,B-EVENTS_KITCHEN-039-1,109.86,92.55,8208.00,2026-06-04T10:00:00Z,2026-07-15T10:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Bananas,B-EVENTS_KITCHEN-040-1,30.01,27.71,4536.00,2026-04-08T09:00:00Z,2026-07-08T09:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Mini Dessert Base,B-EVENTS_KITCHEN-041-1,49.67,26.28,1296.00,2026-04-05T08:00:00Z,2026-05-12T08:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Packaging Box,B-EVENTS_KITCHEN-042-1,43.76,35.95,972.00,2026-04-23T07:00:00Z,2026-05-18T07:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Napkins,B-EVENTS_KITCHEN-043-1,84.81,35.00,86.40,2026-06-10T11:00:00Z,2026-10-02T11:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Cleaning Solution,B-EVENTS_KITCHEN-044-1,60.52,39.81,6480.00,2026-05-28T13:00:00Z,2026-08-10T13:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Receipt Paper Roll,B-EVENTS_KITCHEN-045-1,95.72,80.14,2700.00,2026-04-22T06:00:00Z,2026-06-03T06:00:00Z,OPENING_BALANCE,DEMO_IMPORT
