organizationSlug,branchCode,orderNumber,amount,method,status,enteredByEmail,provider,transactionId,providerRef,captureMode,verificationStatus,metadata
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00284,167600.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-TAPAS_DOWNTOWN-00284,PAY-ORD-TAPAS_DOWNTOWN-00284,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00285,148700.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-TAPAS_DOWNTOWN-00285,PAY-ORD-TAPAS_DOWNTOWN-00285,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00286,215800.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-ROOFTOP_BAR-00286,PAY-ORD-ROOFTOP_BAR-00286,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00288,98800.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-ROOFTOP_BAR-00288,PAY-ORD-ROOFTOP_BAR-00288,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00289,134600.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-ROOFTOP_BAR-00289,PAY-ORD-ROOFTOP_BAR-00289,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00292,150500.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-GARDEN_CAFE-00292,PAY-ORD-GARDEN_CAFE-00292,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00293,159500.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-GARDEN_CAFE-00293,PAY-ORD-GARDEN_CAFE-00293,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00294,37200.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-GARDEN_CAFE-00294,PAY-ORD-GARDEN_CAFE-00294,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00295,207300.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-GARDEN_CAFE-00295,PAY-ORD-GARDEN_CAFE-00295,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00297,105800.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-EVENTS_KITCHEN-00297,PAY-ORD-EVENTS_KITCHEN-00297,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00300,131000.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-EVENTS_KITCHEN-00300,PAY-ORD-EVENTS_KITCHEN-00300,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00302,112200.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-ROOFTOP_BAR-00302,PAY-ORD-ROOFTOP_BAR-00302,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00304,115200.00,BANK_TRANSFER,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-EVENTS_KITCHEN-00304,PAY-ORD-EVENTS_KITCHEN-00304,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00306,56600.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-TAPAS_DOWNTOWN-00306,PAY-ORD-TAPAS_DOWNTOWN-00306,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00307,131200.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-ROOFTOP_BAR-00307,PAY-ORD-ROOFTOP_BAR-00307,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00310,238100.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-GARDEN_CAFE-00310,PAY-ORD-GARDEN_CAFE-00310,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00314,263100.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-TAPAS_DOWNTOWN-00314,PAY-ORD-TAPAS_DOWNTOWN-00314,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00315,169900.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-TAPAS_DOWNTOWN-00315,PAY-ORD-TAPAS_DOWNTOWN-00315,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00317,97000.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-ROOFTOP_BAR-00317,PAY-ORD-ROOFTOP_BAR-00317,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00318,51400.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-ROOFTOP_BAR-00318,PAY-ORD-ROOFTOP_BAR-00318,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00320,19600.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-GARDEN_CAFE-00320,PAY-ORD-GARDEN_CAFE-00320,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00323,354900.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-EVENTS_KITCHEN-00323,PAY-ORD-EVENTS_KITCHEN-00323,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00324,164300.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-EVENTS_KITCHEN-00324,PAY-ORD-EVENTS_KITCHEN-00324,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00325,156900.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-TAPAS_DOWNTOWN-00325,PAY-ORD-TAPAS_DOWNTOWN-00325,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00326,129800.00,BANK_TRANSFER,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-TAPAS_DOWNTOWN-00326,PAY-ORD-TAPAS_DOWNTOWN-00326,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00327,146300.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-TAPAS_DOWNTOWN-00327,PAY-ORD-TAPAS_DOWNTOWN-00327,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00328,77900.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-TAPAS_DOWNTOWN-00328,PAY-ORD-TAPAS_DOWNTOWN-00328,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00330,161200.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-ROOFTOP_BAR-00330,PAY-ORD-ROOFTOP_BAR-00330,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00332,71500.00,BANK_TRANSFER,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-ROOFTOP_BAR-00332,PAY-ORD-ROOFTOP_BAR-00332,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00333,286000.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-GARDEN_CAFE-00333,PAY-ORD-GARDEN_CAFE-00333,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00334,113900.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-GARDEN_CAFE-00334,PAY-ORD-GARDEN_CAFE-00334,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00336,189600.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-GARDEN_CAFE-00336,PAY-ORD-GARDEN_CAFE-00336,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00337,275900.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-EVENTS_KITCHEN-00337,PAY-ORD-EVENTS_KITCHEN-00337,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00338,368400.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-EVENTS_KITCHEN-00338,PAY-ORD-EVENTS_KITCHEN-00338,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00339,116300.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-EVENTS_KITCHEN-00339,PAY-ORD-EVENTS_KITCHEN-00339,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00341,169900.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-TAPAS_DOWNTOWN-00341,PAY-ORD-TAPAS_DOWNTOWN-00341,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00342,81400.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-TAPAS_DOWNTOWN-00342,PAY-ORD-TAPAS_DOWNTOWN-00342,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00343,105400.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-TAPAS_DOWNTOWN-00343,PAY-ORD-TAPAS_DOWNTOWN-00343,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00345,292600.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-TAPAS_DOWNTOWN-00345,PAY-ORD-TAPAS_DOWNTOWN-00345,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00346,188400.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-ROOFTOP_BAR-00346,PAY-ORD-ROOFTOP_BAR-00346,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00347,236900.00,BANK_TRANSFER,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-ROOFTOP_BAR-00347,PAY-ORD-ROOFTOP_BAR-00347,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00348,196400.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-ROOFTOP_BAR-00348,PAY-ORD-ROOFTOP_BAR-00348,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00349,113300.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-ROOFTOP_BAR-00349,PAY-ORD-ROOFTOP_BAR-00349,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00350,50900.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-ROOFTOP_BAR-00350,PAY-ORD-ROOFTOP_BAR-00350,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00352,38900.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-GARDEN_CAFE-00352,PAY-ORD-GARDEN_CAFE-00352,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00353,71500.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-GARDEN_CAFE-00353,PAY-ORD-GARDEN_CAFE-00353,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00354,180300.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-GARDEN_CAFE-00354,PAY-ORD-GARDEN_CAFE-00354,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00355,46400.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-GARDEN_CAFE-00355,PAY-ORD-GARDEN_CAFE-00355,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00356,468000.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-EVENTS_KITCHEN-00356,PAY-ORD-EVENTS_KITCHEN-00356,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00357,110600.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-EVENTS_KITCHEN-00357,PAY-ORD-EVENTS_KITCHEN-00357,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00359,247700.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-EVENTS_KITCHEN-00359,PAY-ORD-EVENTS_KITCHEN-00359,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00360,146800.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-EVENTS_KITCHEN-00360,PAY-ORD-EVENTS_KITCHEN-00360,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00361,217100.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-TAPAS_DOWNTOWN-00361,PAY-ORD-TAPAS_DOWNTOWN-00361,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00366,316200.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-TAPAS_DOWNTOWN-00366,PAY-ORD-TAPAS_DOWNTOWN-00366,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00367,58200.00,BANK_TRANSFER,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-ROOFTOP_BAR-00367,PAY-ORD-ROOFTOP_BAR-00367,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00368,33000.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-ROOFTOP_BAR-00368,PAY-ORD-ROOFTOP_BAR-00368,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00370,347200.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-GARDEN_CAFE-00370,PAY-ORD-GARDEN_CAFE-00370,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00373,188800.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-TAPAS_DOWNTOWN-00373,PAY-ORD-TAPAS_DOWNTOWN-00373,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00375,321000.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-TAPAS_DOWNTOWN-00375,PAY-ORD-TAPAS_DOWNTOWN-00375,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00376,182300.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-ROOFTOP_BAR-00376,PAY-ORD-ROOFTOP_BAR-00376,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00379,47800.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-GARDEN_CAFE-00379,PAY-ORD-GARDEN_CAFE-00379,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00380,30400.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-GARDEN_CAFE-00380,PAY-ORD-GARDEN_CAFE-00380,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00382,95300.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-EVENTS_KITCHEN-00382,PAY-ORD-EVENTS_KITCHEN-00382,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00383,266700.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-EVENTS_KITCHEN-00383,PAY-ORD-EVENTS_KITCHEN-00383,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00386,55500.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-TAPAS_DOWNTOWN-00386,PAY-ORD-TAPAS_DOWNTOWN-00386,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00388,66100.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-TAPAS_DOWNTOWN-00388,PAY-ORD-TAPAS_DOWNTOWN-00388,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00391,129400.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-ROOFTOP_BAR-00391,PAY-ORD-ROOFTOP_BAR-00391,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00392,35900.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-ROOFTOP_BAR-00392,PAY-ORD-ROOFTOP_BAR-00392,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00393,33000.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-GARDEN_CAFE-00393,PAY-ORD-GARDEN_CAFE-00393,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00394,107300.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-GARDEN_CAFE-00394,PAY-ORD-GARDEN_CAFE-00394,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00396,302300.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-GARDEN_CAFE-00396,PAY-ORD-GARDEN_CAFE-00396,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00398,194200.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-EVENTS_KITCHEN-00398,PAY-ORD-EVENTS_KITCHEN-00398,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00401,62800.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-TAPAS_DOWNTOWN-00401,PAY-ORD-TAPAS_DOWNTOWN-00401,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00402,208900.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-TAPAS_DOWNTOWN-00402,PAY-ORD-TAPAS_DOWNTOWN-00402,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00403,169900.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-TAPAS_DOWNTOWN-00403,PAY-ORD-TAPAS_DOWNTOWN-00403,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00404,10600.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-TAPAS_DOWNTOWN-00404,PAY-ORD-TAPAS_DOWNTOWN-00404,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00405,346900.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-TAPAS_DOWNTOWN-00405,PAY-ORD-TAPAS_DOWNTOWN-00405,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00406,193500.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-ROOFTOP_BAR-00406,PAY-ORD-ROOFTOP_BAR-00406,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00407,216900.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-ROOFTOP_BAR-00407,PAY-ORD-ROOFTOP_BAR-00407,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00409,175200.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-ROOFTOP_BAR-00409,PAY-ORD-ROOFTOP_BAR-00409,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00410,42200.00,BANK_TRANSFER,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-ROOFTOP_BAR-00410,PAY-ORD-ROOFTOP_BAR-00410,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00411,111400.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-GARDEN_CAFE-00411,PAY-ORD-GARDEN_CAFE-00411,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00413,33000.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-GARDEN_CAFE-00413,PAY-ORD-GARDEN_CAFE-00413,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00414,298900.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-GARDEN_CAFE-00414,PAY-ORD-GARDEN_CAFE-00414,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00415,73600.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-GARDEN_CAFE-00415,PAY-ORD-GARDEN_CAFE-00415,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00416,70100.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-EVENTS_KITCHEN-00416,PAY-ORD-EVENTS_KITCHEN-00416,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00417,108600.00,BANK_TRANSFER,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-EVENTS_KITCHEN-00417,PAY-ORD-EVENTS_KITCHEN-00417,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00419,188000.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-EVENTS_KITCHEN-00419,PAY-ORD-EVENTS_KITCHEN-00419,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00420,226000.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-EVENTS_KITCHEN-00420,PAY-ORD-EVENTS_KITCHEN-00420,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
