organizationSlug,branchCode,orderNumber,userEmail,serviceType,status,subtotal,tax,discount,total,tableLabel,notes,metadata
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00573,cashier@nimbus.demo,DINE_IN,CLOSED,48000.00,8600.00,0.00,56600.00,GC-16,,"{""createdAt"": ""2026-05-19T17:20:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00574,supervisor@nimbus.demo,DINE_IN,CLOSED,289100.00,52000.00,0.00,341100.00,GC-07,,"{""createdAt"": ""2026-05-19T10:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00575,waiter@nimbus.demo,DINE_IN,NEW,22000.00,4000.00,0.00,26000.00,GC-11,,"{""createdAt"": ""2026-05-19T07:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00576,supervisor@nimbus.demo,DINE_IN,SERVED,66100.00,11900.00,0.00,78000.00,GC-04,,"{""createdAt"": ""2026-05-19T07:30:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00577,supervisor@nimbus.demo,DINE_IN,SERVED,24000.00,4300.00,0.00,28300.00,EV-11,,"{""createdAt"": ""2026-05-19T07:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00578,supervisor@nimbus.demo,DINE_IN,CLOSED,137000.00,24700.00,0.00,161700.00,EV-05,,"{""createdAt"": ""2026-05-19T07:45:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00579,waiter@nimbus.demo,DINE_IN,CLOSED,100000.00,18000.00,0.00,118000.00,EV-11,,"{""createdAt"": ""2026-05-19T10:20:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00580,supervisor@nimbus.demo,DINE_IN,CLOSED,41400.00,7500.00,0.00,48900.00,EV-10,,"{""createdAt"": ""2026-05-19T17:20:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00581,supervisor@nimbus.demo,TAKEAWAY,CLOSED,160000.00,28800.00,0.00,188800.00,,,"{""createdAt"": ""2026-05-20T09:20:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00582,supervisor@nimbus.demo,TAKEAWAY,SERVED,98000.00,17600.00,0.00,115600.00,,,"{""createdAt"": ""2026-05-20T10:20:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00583,waiter@nimbus.demo,DINE_IN,READY,214000.00,38500.00,0.00,252500.00,TD-22,,"{""createdAt"": ""2026-05-20T07:30:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00584,supervisor@nimbus.demo,DINE_IN,CLOSED,97000.00,17500.00,0.00,114500.00,TD-11,,"{""createdAt"": ""2026-05-20T07:20:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00585,supervisor@nimbus.demo,DINE_IN,SERVED,104000.00,18700.00,0.00,122700.00,TD-14,,"{""createdAt"": ""2026-05-20T09:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00586,cashier@nimbus.demo,DINE_IN,SERVED,20200.00,3500.00,1000.00,22700.00,RB-01,,"{""createdAt"": ""2026-05-20T10:00:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00587,cashier@nimbus.demo,TAKEAWAY,NEW,322700.00,58100.00,0.00,380800.00,,,"{""createdAt"": ""2026-05-20T17:30:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00588,supervisor@nimbus.demo,TAKEAWAY,CLOSED,226100.00,40700.00,0.00,266800.00,,,"{""createdAt"": ""2026-05-20T17:45:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00589,waiter@nimbus.demo,DINE_IN,CLOSED,40000.00,7200.00,0.00,47200.00,RB-09,,"{""createdAt"": ""2026-05-20T10:30:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00590,cashier@nimbus.demo,DINE_IN,NEW,289100.00,52000.00,0.00,341100.00,RB-02,,"{""createdAt"": ""2026-05-20T07:20:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00591,supervisor@nimbus.demo,DINE_IN,CLOSED,117700.00,20100.00,5900.00,131900.00,GC-06,,"{""createdAt"": ""2026-05-20T09:45:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00592,supervisor@nimbus.demo,DINE_IN,CLOSED,84000.00,15100.00,0.00,99100.00,GC-01,,"{""createdAt"": ""2026-05-20T10:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00593,cashier@nimbus.demo,DINE_IN,CLOSED,174700.00,31400.00,0.00,206100.00,GC-11,,"{""createdAt"": ""2026-05-20T09:45:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00594,cashier@nimbus.demo,DINE_IN,CLOSED,119500.00,21500.00,0.00,141000.00,GC-02,,"{""createdAt"": ""2026-05-20T10:20:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00595,cashier@nimbus.demo,DINE_IN,CLOSED,47800.00,8200.00,2400.00,53600.00,GC-10,,"{""createdAt"": ""2026-05-20T15:30:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00596,cashier@nimbus.demo,DINE_IN,NEW,388300.00,69900.00,0.00,458200.00,EV-11,,"{""createdAt"": ""2026-05-20T09:45:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00597,supervisor@nimbus.demo,DINE_IN,CLOSED,278700.00,47700.00,13900.00,312500.00,EV-10,,"{""createdAt"": ""2026-05-20T09:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00598,supervisor@nimbus.demo,TAKEAWAY,CLOSED,141600.00,25500.00,0.00,167100.00,,,"{""createdAt"": ""2026-05-20T17:20:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00599,cashier@nimbus.demo,DINE_IN,CLOSED,85800.00,15400.00,0.00,101200.00,EV-02,,"{""createdAt"": ""2026-05-20T10:20:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00600,cashier@nimbus.demo,TAKEAWAY,SENT,151000.00,27200.00,0.00,178200.00,,,"{""createdAt"": ""2026-05-20T17:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00601,cashier@nimbus.demo,TAKEAWAY,SENT,48000.00,8600.00,0.00,56600.00,,,"{""createdAt"": ""2026-05-21T15:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00602,cashier@nimbus.demo,DINE_IN,CLOSED,129500.00,23300.00,0.00,152800.00,RB-11,,"{""createdAt"": ""2026-05-21T10:30:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00603,cashier@nimbus.demo,DINE_IN,READY,215400.00,38800.00,0.00,254200.00,GC-12,,"{""createdAt"": ""2026-05-21T07:00:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00604,waiter@nimbus.demo,DINE_IN,SENT,31800.00,5700.00,0.00,37500.00,EV-03,,"{""createdAt"": ""2026-05-21T10:20:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00605,supervisor@nimbus.demo,TAKEAWAY,CLOSED,255000.00,45900.00,0.00,300900.00,,,"{""createdAt"": ""2026-05-22T15:30:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00606,supervisor@nimbus.demo,DINE_IN,CLOSED,102000.00,18400.00,0.00,120400.00,TD-08,,"{""createdAt"": ""2026-05-22T17:00:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00607,cashier@nimbus.demo,TAKEAWAY,CLOSED,80600.00,14500.00,0.00,95100.00,,,"{""createdAt"": ""2026-05-22T17:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00608,supervisor@nimbus.demo,TAKEAWAY,CLOSED,101800.00,17400.00,5100.00,114100.00,,,"{""createdAt"": ""2026-05-22T09:30:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00609,waiter@nimbus.demo,DINE_IN,CLOSED,33100.00,5700.00,1700.00,37100.00,GC-13,,"{""createdAt"": ""2026-05-22T09:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00610,supervisor@nimbus.demo,TAKEAWAY,CLOSED,19300.00,3500.00,0.00,22800.00,,,"{""createdAt"": ""2026-05-22T09:45:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00611,supervisor@nimbus.demo,DINE_IN,CLOSED,300800.00,54100.00,0.00,354900.00,EV-11,,"{""createdAt"": ""2026-05-22T10:45:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00612,cashier@nimbus.demo,TAKEAWAY,CLOSED,92000.00,16600.00,0.00,108600.00,,,"{""createdAt"": ""2026-05-22T07:45:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00613,cashier@nimbus.demo,DINE_IN,CLOSED,228000.00,41000.00,0.00,269000.00,TD-19,,"{""createdAt"": ""2026-05-23T07:30:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00614,supervisor@nimbus.demo,DINE_IN,CLOSED,246000.00,44300.00,0.00,290300.00,TD-20,,"{""createdAt"": ""2026-05-23T17:20:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00615,cashier@nimbus.demo,DINE_IN,READY,258000.00,46400.00,0.00,304400.00,TD-16,,"{""createdAt"": ""2026-05-23T09:30:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00616,supervisor@nimbus.demo,DINE_IN,CLOSED,72900.00,13100.00,0.00,86000.00,RB-14,,"{""createdAt"": ""2026-05-23T15:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00617,supervisor@nimbus.demo,DINE_IN,CLOSED,40300.00,7300.00,0.00,47600.00,RB-03,,"{""createdAt"": ""2026-05-23T09:30:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00618,supervisor@nimbus.demo,DINE_IN,NEW,153300.00,27600.00,0.00,180900.00,RB-13,,"{""createdAt"": ""2026-05-23T09:00:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00619,cashier@nimbus.demo,DINE_IN,CLOSED,74400.00,13400.00,0.00,87800.00,GC-16,,"{""createdAt"": ""2026-05-23T15:45:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00620,waiter@nimbus.demo,DINE_IN,CLOSED,32000.00,5800.00,0.00,37800.00,GC-06,,"{""createdAt"": ""2026-05-23T09:00:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00621,waiter@nimbus.demo,DINE_IN,CLOSED,181300.00,32600.00,0.00,213900.00,GC-08,,"{""createdAt"": ""2026-05-23T17:00:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00622,supervisor@nimbus.demo,DINE_IN,SERVED,212500.00,38200.00,0.00,250700.00,EV-08,,"{""createdAt"": ""2026-05-23T07:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00623,supervisor@nimbus.demo,TAKEAWAY,CLOSED,82000.00,14800.00,0.00,96800.00,,,"{""createdAt"": ""2026-05-23T15:20:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00624,supervisor@nimbus.demo,DINE_IN,SENT,105000.00,18900.00,0.00,123900.00,EV-12,,"{""createdAt"": ""2026-05-23T07:20:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00625,cashier@nimbus.demo,DINE_IN,CLOSED,131000.00,23600.00,0.00,154600.00,TD-17,,"{""createdAt"": ""2026-05-24T07:20:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00626,supervisor@nimbus.demo,TAKEAWAY,SENT,123000.00,21000.00,6200.00,137800.00,,,"{""createdAt"": ""2026-05-24T07:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00627,waiter@nimbus.demo,DINE_IN,CLOSED,115000.00,20700.00,0.00,135700.00,TD-07,,"{""createdAt"": ""2026-05-24T07:20:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00628,waiter@nimbus.demo,DINE_IN,CLOSED,146000.00,26300.00,0.00,172300.00,TD-03,,"{""createdAt"": ""2026-05-24T15:30:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00629,cashier@nimbus.demo,DINE_IN,READY,88300.00,15900.00,0.00,104200.00,RB-13,,"{""createdAt"": ""2026-05-24T17:20:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00630,supervisor@nimbus.demo,DINE_IN,CLOSED,28000.00,5000.00,0.00,33000.00,RB-15,,"{""createdAt"": ""2026-05-24T17:00:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00631,waiter@nimbus.demo,DINE_IN,NEW,117600.00,21200.00,0.00,138800.00,RB-05,,"{""createdAt"": ""2026-05-24T09:00:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00632,cashier@nimbus.demo,TAKEAWAY,SENT,212800.00,38300.00,0.00,251100.00,,,"{""createdAt"": ""2026-05-24T15:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00633,waiter@nimbus.demo,DINE_IN,SERVED,270600.00,48700.00,0.00,319300.00,GC-17,,"{""createdAt"": ""2026-05-24T07:45:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00634,waiter@nimbus.demo,DINE_IN,READY,112700.00,20300.00,0.00,133000.00,GC-12,,"{""createdAt"": ""2026-05-24T15:30:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00635,waiter@nimbus.demo,TAKEAWAY,CLOSED,46800.00,8400.00,0.00,55200.00,,,"{""createdAt"": ""2026-05-24T09:20:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00636,waiter@nimbus.demo,DINE_IN,SENT,48000.00,8600.00,0.00,56600.00,GC-04,,"{""createdAt"": ""2026-05-24T17:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00637,supervisor@nimbus.demo,DINE_IN,CLOSED,265500.00,47800.00,0.00,313300.00,EV-08,,"{""createdAt"": ""2026-05-24T07:20:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00638,waiter@nimbus.demo,DINE_IN,SENT,421200.00,75800.00,0.00,497000.00,EV-12,,"{""createdAt"": ""2026-05-24T15:30:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00639,cashier@nimbus.demo,DINE_IN,CLOSED,159200.00,28700.00,0.00,187900.00,EV-07,,"{""createdAt"": ""2026-05-24T17:00:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00640,waiter@nimbus.demo,TAKEAWAY,CLOSED,262700.00,47300.00,0.00,310000.00,,,"{""createdAt"": ""2026-05-24T17:45:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00641,waiter@nimbus.demo,DINE_IN,NEW,70000.00,12600.00,0.00,82600.00,TD-10,,"{""createdAt"": ""2026-05-25T10:45:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00642,cashier@nimbus.demo,DINE_IN,NEW,54000.00,9700.00,0.00,63700.00,TD-21,,"{""createdAt"": ""2026-05-25T15:00:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00643,cashier@nimbus.demo,DINE_IN,CLOSED,38000.00,6800.00,0.00,44800.00,TD-17,,"{""createdAt"": ""2026-05-25T17:00:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00644,cashier@nimbus.demo,DINE_IN,CLOSED,67000.00,11400.00,3400.00,75000.00,TD-09,,"{""createdAt"": ""2026-05-25T10:00:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00645,waiter@nimbus.demo,DINE_IN,NEW,132000.00,23800.00,0.00,155800.00,TD-20,,"{""createdAt"": ""2026-05-25T07:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00646,waiter@nimbus.demo,DINE_IN,SENT,94200.00,17000.00,0.00,111200.00,RB-01,,"{""createdAt"": ""2026-05-25T10:30:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00647,supervisor@nimbus.demo,DINE_IN,SERVED,106200.00,19100.00,0.00,125300.00,RB-15,,"{""createdAt"": ""2026-05-25T07:30:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00648,waiter@nimbus.demo,DINE_IN,CLOSED,204600.00,36800.00,0.00,241400.00,RB-01,,"{""createdAt"": ""2026-05-25T10:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00649,supervisor@nimbus.demo,DINE_IN,CLOSED,130800.00,23500.00,0.00,154300.00,RB-09,,"{""createdAt"": ""2026-05-25T10:20:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00650,cashier@nimbus.demo,DINE_IN,SENT,67200.00,11500.00,3400.00,75300.00,RB-04,,"{""createdAt"": ""2026-05-25T09:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00651,waiter@nimbus.demo,DINE_IN,CLOSED,164600.00,29600.00,0.00,194200.00,GC-12,,"{""createdAt"": ""2026-05-25T07:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00652,supervisor@nimbus.demo,DINE_IN,CLOSED,61500.00,11100.00,0.00,72600.00,GC-17,,"{""createdAt"": ""2026-05-25T10:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00653,supervisor@nimbus.demo,DINE_IN,CLOSED,145300.00,26200.00,0.00,171500.00,GC-08,,"{""createdAt"": ""2026-05-25T09:45:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00654,waiter@nimbus.demo,DINE_IN,CLOSED,16600.00,3000.00,0.00,19600.00,GC-05,,"{""createdAt"": ""2026-05-25T09:45:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00655,supervisor@nimbus.demo,DINE_IN,READY,24900.00,4500.00,0.00,29400.00,GC-06,,"{""createdAt"": ""2026-05-25T09:30:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00656,supervisor@nimbus.demo,DINE_IN,NEW,283300.00,51000.00,0.00,334300.00,EV-03,,"{""createdAt"": ""2026-05-25T10:30:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00657,cashier@nimbus.demo,TAKEAWAY,READY,224600.00,40400.00,0.00,265000.00,,,"{""createdAt"": ""2026-05-25T07:30:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00658,cashier@nimbus.demo,DINE_IN,SENT,94400.00,17000.00,0.00,111400.00,EV-03,,"{""createdAt"": ""2026-05-25T17:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00659,supervisor@nimbus.demo,DINE_IN,SENT,82600.00,14900.00,0.00,97500.00,EV-01,,"{""createdAt"": ""2026-05-25T09:00:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00660,waiter@nimbus.demo,TAKEAWAY,SERVED,23600.00,4000.00,1200.00,26400.00,,,"{""createdAt"": ""2026-05-25T09:20:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00661,waiter@nimbus.demo,DINE_IN,CLOSED,84000.00,14400.00,4200.00,94200.00,TD-10,,"{""createdAt"": ""2026-05-26T09:30:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00662,supervisor@nimbus.demo,DINE_IN,CLOSED,31400.00,5700.00,0.00,37100.00,RB-04,,"{""createdAt"": ""2026-05-26T09:20:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00663,supervisor@nimbus.demo,DINE_IN,CLOSED,136000.00,24500.00,0.00,160500.00,GC-17,,"{""createdAt"": ""2026-05-26T09:45:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00664,waiter@nimbus.demo,DINE_IN,SERVED,325800.00,58600.00,0.00,384400.00,EV-11,,"{""createdAt"": ""2026-05-26T17:30:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00665,supervisor@nimbus.demo,TAKEAWAY,CLOSED,110000.00,19800.00,0.00,129800.00,,,"{""createdAt"": ""2026-05-27T15:20:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00666,supervisor@nimbus.demo,DINE_IN,CLOSED,241000.00,43400.00,0.00,284400.00,TD-22,,"{""createdAt"": ""2026-05-27T17:45:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00667,waiter@nimbus.demo,DINE_IN,CLOSED,68200.00,12300.00,0.00,80500.00,RB-15,,"{""createdAt"": ""2026-05-27T09:45:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00668,cashier@nimbus.demo,DINE_IN,CLOSED,160300.00,27400.00,8000.00,179700.00,RB-15,,"{""createdAt"": ""2026-05-27T10:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00669,supervisor@nimbus.demo,DINE_IN,SERVED,201200.00,36200.00,0.00,237400.00,GC-01,,"{""createdAt"": ""2026-05-27T07:45:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00670,cashier@nimbus.demo,TAKEAWAY,CLOSED,154700.00,26500.00,7700.00,173500.00,,,"{""createdAt"": ""2026-05-27T17:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00671,cashier@nimbus.demo,TAKEAWAY,CLOSED,133400.00,24000.00,0.00,157400.00,,,"{""createdAt"": ""2026-05-27T10:30:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00672,cashier@nimbus.demo,DINE_IN,SENT,169800.00,30600.00,0.00,200400.00,EV-04,,"{""createdAt"": ""2026-05-27T09:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00673,cashier@nimbus.demo,TAKEAWAY,NEW,12000.00,2200.00,0.00,14200.00,,,"{""createdAt"": ""2026-05-28T10:30:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00674,cashier@nimbus.demo,DINE_IN,CLOSED,34000.00,6100.00,0.00,40100.00,TD-22,,"{""createdAt"": ""2026-05-28T15:30:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00675,supervisor@nimbus.demo,DINE_IN,CLOSED,90000.00,16200.00,0.00,106200.00,TD-08,,"{""createdAt"": ""2026-05-28T07:00:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00676,cashier@nimbus.demo,DINE_IN,NEW,44600.00,8000.00,0.00,52600.00,RB-06,,"{""createdAt"": ""2026-05-28T15:45:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00677,waiter@nimbus.demo,DINE_IN,SENT,47100.00,8500.00,0.00,55600.00,RB-08,,"{""createdAt"": ""2026-05-28T17:10:00Z"", ""demoSource"": ""generated-pack""}"
